Gene	Transcript	FDR	P-Value	Number of species included	Number of Sites under positive Selection	Jalview protein alignment	Protein Alignment (interleaved)
2727790897	2727790897	1	1	16	1	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727790897/Ramlibacter_MAG/2727790897_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727790897/Ramlibacter_MAG/2727790897_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793302	2727793302	1	1	16	2	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793302/Ramlibacter_MAG/2727793302_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793302/Ramlibacter_MAG/2727793302_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791412	2727791412	1	1	12	0	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791412/Ramlibacter_MAG/2727791412_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791412/Ramlibacter_MAG/2727791412_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727794068	2727794068	1	1	14	1	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727794068/Ramlibacter_MAG/2727794068_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727794068/Ramlibacter_MAG/2727794068_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791639	2727791639	1	1	12	2	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791639/Ramlibacter_MAG/2727791639_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791639/Ramlibacter_MAG/2727791639_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793560	2727793560	1	1	13	9	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793560/Ramlibacter_MAG/2727793560_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793560/Ramlibacter_MAG/2727793560_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791938	2727791938	1	1	11	7	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791938/Ramlibacter_MAG/2727791938_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791938/Ramlibacter_MAG/2727791938_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792722	2727792722	1	1	7	2	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792722/Ramlibacter_MAG/2727792722_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792722/Ramlibacter_MAG/2727792722_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793145	2727793145	1	1	10	3	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793145/Ramlibacter_MAG/2727793145_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793145/Ramlibacter_MAG/2727793145_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791665	2727791665	1	1	16	1	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791665/Ramlibacter_MAG/2727791665_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791665/Ramlibacter_MAG/2727791665_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791706	2727791706	1	1	20	3	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791706/Ramlibacter_MAG/2727791706_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791706/Ramlibacter_MAG/2727791706_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792110	2727792110	1	1	11	3	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792110/Ramlibacter_MAG/2727792110_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792110/Ramlibacter_MAG/2727792110_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792882	2727792882	1	1	16	5	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792882/Ramlibacter_MAG/2727792882_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792882/Ramlibacter_MAG/2727792882_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791921	2727791921	1	1	9	1	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791921/Ramlibacter_MAG/2727791921_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791921/Ramlibacter_MAG/2727791921_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792764	2727792764	1	1	14	4	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792764/Ramlibacter_MAG/2727792764_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792764/Ramlibacter_MAG/2727792764_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727790902	2727790902	1	1	5	0	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727790902/Ramlibacter_MAG/2727790902_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727790902/Ramlibacter_MAG/2727790902_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791797	2727791797	1	1	11	0	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791797/Ramlibacter_MAG/2727791797_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791797/Ramlibacter_MAG/2727791797_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727794359	2727794359	1	1	16	10	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727794359/Ramlibacter_MAG/2727794359_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727794359/Ramlibacter_MAG/2727794359_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791090	2727791090	1	1	15	1	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791090/Ramlibacter_MAG/2727791090_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791090/Ramlibacter_MAG/2727791090_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727794057	2727794057	1	1	12	5	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727794057/Ramlibacter_MAG/2727794057_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727794057/Ramlibacter_MAG/2727794057_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792342	2727792342	1	1	19	1	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792342/Ramlibacter_MAG/2727792342_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792342/Ramlibacter_MAG/2727792342_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793462	2727793462	1	1	16	11	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793462/Ramlibacter_MAG/2727793462_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793462/Ramlibacter_MAG/2727793462_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792533	2727792533	1	1	11	2	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792533/Ramlibacter_MAG/2727792533_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792533/Ramlibacter_MAG/2727792533_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792921	2727792921	1	1	16	0	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792921/Ramlibacter_MAG/2727792921_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792921/Ramlibacter_MAG/2727792921_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791107	2727791107	1	1	5	0	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791107/Ramlibacter_MAG/2727791107_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791107/Ramlibacter_MAG/2727791107_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727790905	2727790905	1	1	15	2	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727790905/Ramlibacter_MAG/2727790905_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727790905/Ramlibacter_MAG/2727790905_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792908	2727792908	1	1	16	2	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792908/Ramlibacter_MAG/2727792908_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792908/Ramlibacter_MAG/2727792908_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792930	2727792930	1	1	6	1	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792930/Ramlibacter_MAG/2727792930_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792930/Ramlibacter_MAG/2727792930_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793229	2727793229	1	1	13	9	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793229/Ramlibacter_MAG/2727793229_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793229/Ramlibacter_MAG/2727793229_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727790826	2727790826	1	1	15	0	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727790826/Ramlibacter_MAG/2727790826_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727790826/Ramlibacter_MAG/2727790826_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793346	2727793346	1	1	16	3	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793346/Ramlibacter_MAG/2727793346_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793346/Ramlibacter_MAG/2727793346_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792813	2727792813	1	1	12	1	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792813/Ramlibacter_MAG/2727792813_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792813/Ramlibacter_MAG/2727792813_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791924	2727791924	1	1	12	0	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791924/Ramlibacter_MAG/2727791924_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791924/Ramlibacter_MAG/2727791924_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791089	2727791089	1	1	17	0	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791089/Ramlibacter_MAG/2727791089_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791089/Ramlibacter_MAG/2727791089_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793390	2727793390	1	1	16	7	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793390/Ramlibacter_MAG/2727793390_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793390/Ramlibacter_MAG/2727793390_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792834	2727792834	1	1	20	8	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792834/Ramlibacter_MAG/2727792834_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792834/Ramlibacter_MAG/2727792834_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792341	2727792341	1	1	16	0	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792341/Ramlibacter_MAG/2727792341_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792341/Ramlibacter_MAG/2727792341_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792455	2727792455	1	1	16	11	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792455/Ramlibacter_MAG/2727792455_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792455/Ramlibacter_MAG/2727792455_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792810	2727792810	1	1	7	5	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792810/Ramlibacter_MAG/2727792810_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792810/Ramlibacter_MAG/2727792810_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792689	2727792689	1	1	20	1	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792689/Ramlibacter_MAG/2727792689_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792689/Ramlibacter_MAG/2727792689_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727794471	2727794471	1	1	20	6	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727794471/Ramlibacter_MAG/2727794471_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727794471/Ramlibacter_MAG/2727794471_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792656	2727792656	1	1	12	2	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792656/Ramlibacter_MAG/2727792656_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792656/Ramlibacter_MAG/2727792656_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793324	2727793324	1	1	16	4	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793324/Ramlibacter_MAG/2727793324_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793324/Ramlibacter_MAG/2727793324_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793512	2727793512	1	1	11	0	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793512/Ramlibacter_MAG/2727793512_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793512/Ramlibacter_MAG/2727793512_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791415	2727791415	1	1	18	0	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791415/Ramlibacter_MAG/2727791415_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791415/Ramlibacter_MAG/2727791415_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791845	2727791845	1	1	15	0	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791845/Ramlibacter_MAG/2727791845_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791845/Ramlibacter_MAG/2727791845_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727794329	2727794329	1	1	16	0	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727794329/Ramlibacter_MAG/2727794329_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727794329/Ramlibacter_MAG/2727794329_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727790962	2727790962	1	1	19	1	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727790962/Ramlibacter_MAG/2727790962_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727790962/Ramlibacter_MAG/2727790962_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791766	2727791766	1	1	20	0	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791766/Ramlibacter_MAG/2727791766_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791766/Ramlibacter_MAG/2727791766_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793153	2727793153	1	1	15	5	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793153/Ramlibacter_MAG/2727793153_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793153/Ramlibacter_MAG/2727793153_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791615	2727791615	1	1	16	0	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791615/Ramlibacter_MAG/2727791615_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791615/Ramlibacter_MAG/2727791615_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792485	2727792485	1	1	14	5	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792485/Ramlibacter_MAG/2727792485_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792485/Ramlibacter_MAG/2727792485_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793702	2727793702	1	1	9	2	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793702/Ramlibacter_MAG/2727793702_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793702/Ramlibacter_MAG/2727793702_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727794304	2727794304	1	1	16	2	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727794304/Ramlibacter_MAG/2727794304_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727794304/Ramlibacter_MAG/2727794304_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791765	2727791765	1	1	16	1	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791765/Ramlibacter_MAG/2727791765_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791765/Ramlibacter_MAG/2727791765_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792302	2727792302	1	1	16	7	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792302/Ramlibacter_MAG/2727792302_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792302/Ramlibacter_MAG/2727792302_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792373	2727792373	1	1	10	8	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792373/Ramlibacter_MAG/2727792373_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792373/Ramlibacter_MAG/2727792373_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791638	2727791638	1	1	12	0	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791638/Ramlibacter_MAG/2727791638_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791638/Ramlibacter_MAG/2727791638_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727794058	2727794058	1	1	16	1	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727794058/Ramlibacter_MAG/2727794058_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727794058/Ramlibacter_MAG/2727794058_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727794346	2727794346	1	1	20	4	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727794346/Ramlibacter_MAG/2727794346_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727794346/Ramlibacter_MAG/2727794346_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
