Gene	Transcript	FDR	P-Value	Number of species included	Number of Sites under positive Selection	Jalview protein alignment	Protein Alignment (interleaved)
2727793395	2727793395	1	1	6	2	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727793395/Ramlibacter_MAG/2727793395_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727793395/Ramlibacter_MAG/2727793395_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792664	2727792664	1	1	4	8	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792664/Ramlibacter_MAG/2727792664_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792664/Ramlibacter_MAG/2727792664_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793456	2727793456	1	1	13	9	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727793456/Ramlibacter_MAG/2727793456_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727793456/Ramlibacter_MAG/2727793456_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727790973	2727790973	1	1	20	1	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727790973/Ramlibacter_MAG/2727790973_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727790973/Ramlibacter_MAG/2727790973_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791769	2727791769	1	1	16	0	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791769/Ramlibacter_MAG/2727791769_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791769/Ramlibacter_MAG/2727791769_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727794317	2727794317	1	1	3	1	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727794317/Ramlibacter_MAG/2727794317_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727794317/Ramlibacter_MAG/2727794317_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793316	2727793316	1	1	15	12	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727793316/Ramlibacter_MAG/2727793316_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727793316/Ramlibacter_MAG/2727793316_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792825	2727792825	1	1	16	2	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792825/Ramlibacter_MAG/2727792825_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792825/Ramlibacter_MAG/2727792825_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792528	2727792528	1	1	16	0	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792528/Ramlibacter_MAG/2727792528_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792528/Ramlibacter_MAG/2727792528_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792351	2727792351	1	1	19	3	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792351/Ramlibacter_MAG/2727792351_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792351/Ramlibacter_MAG/2727792351_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727794067	2727794067	1	1	20	10	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727794067/Ramlibacter_MAG/2727794067_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727794067/Ramlibacter_MAG/2727794067_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793315	2727793315	1	1	16	4	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727793315/Ramlibacter_MAG/2727793315_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727793315/Ramlibacter_MAG/2727793315_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791137	2727791137	1	1	16	0	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791137/Ramlibacter_MAG/2727791137_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791137/Ramlibacter_MAG/2727791137_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727790896	2727790896	1	1	20	3	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727790896/Ramlibacter_MAG/2727790896_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727790896/Ramlibacter_MAG/2727790896_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793723	2727793723	1	1	16	2	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727793723/Ramlibacter_MAG/2727793723_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727793723/Ramlibacter_MAG/2727793723_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793681	2727793681	1	1	20	0	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727793681/Ramlibacter_MAG/2727793681_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727793681/Ramlibacter_MAG/2727793681_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727794080	2727794080	1	1	8	1	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727794080/Ramlibacter_MAG/2727794080_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727794080/Ramlibacter_MAG/2727794080_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793851	2727793851	1	1	16	7	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727793851/Ramlibacter_MAG/2727793851_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727793851/Ramlibacter_MAG/2727793851_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792397	2727792397	1	1	9	1	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792397/Ramlibacter_MAG/2727792397_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792397/Ramlibacter_MAG/2727792397_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727794079	2727794079	1	1	6	0	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727794079/Ramlibacter_MAG/2727794079_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727794079/Ramlibacter_MAG/2727794079_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792916	2727792916	1	1	16	3	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792916/Ramlibacter_MAG/2727792916_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792916/Ramlibacter_MAG/2727792916_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793113	2727793113	1	1	8	0	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727793113/Ramlibacter_MAG/2727793113_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727793113/Ramlibacter_MAG/2727793113_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727790995	2727790995	1	1	15	1	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727790995/Ramlibacter_MAG/2727790995_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727790995/Ramlibacter_MAG/2727790995_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792116	2727792116	1	1	16	0	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792116/Ramlibacter_MAG/2727792116_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792116/Ramlibacter_MAG/2727792116_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791285	2727791285	1	1	11	0	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791285/Ramlibacter_MAG/2727791285_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791285/Ramlibacter_MAG/2727791285_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793083	2727793083	1	1	12	1	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727793083/Ramlibacter_MAG/2727793083_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727793083/Ramlibacter_MAG/2727793083_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793549	2727793549	1	1	5	3	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727793549/Ramlibacter_MAG/2727793549_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727793549/Ramlibacter_MAG/2727793549_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791740	2727791740	1	1	4	2	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791740/Ramlibacter_MAG/2727791740_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791740/Ramlibacter_MAG/2727791740_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791630	2727791630	1	1	4	3	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791630/Ramlibacter_MAG/2727791630_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791630/Ramlibacter_MAG/2727791630_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727790764	2727790764	1	1	6	1	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727790764/Ramlibacter_MAG/2727790764_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727790764/Ramlibacter_MAG/2727790764_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793285	2727793285	1	1	16	6	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727793285/Ramlibacter_MAG/2727793285_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727793285/Ramlibacter_MAG/2727793285_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791754	2727791754	1	1	9	4	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791754/Ramlibacter_MAG/2727791754_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791754/Ramlibacter_MAG/2727791754_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792350	2727792350	1	1	16	9	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792350/Ramlibacter_MAG/2727792350_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792350/Ramlibacter_MAG/2727792350_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727794054	2727794054	1	1	16	1	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727794054/Ramlibacter_MAG/2727794054_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727794054/Ramlibacter_MAG/2727794054_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793436	2727793436	1	1	3	1	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727793436/Ramlibacter_MAG/2727793436_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727793436/Ramlibacter_MAG/2727793436_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727790942	2727790942	1	1	16	0	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727790942/Ramlibacter_MAG/2727790942_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727790942/Ramlibacter_MAG/2727790942_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793389	2727793389	1	1	16	8	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727793389/Ramlibacter_MAG/2727793389_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727793389/Ramlibacter_MAG/2727793389_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792491	2727792491	1	1	6	0	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792491/Ramlibacter_MAG/2727792491_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792491/Ramlibacter_MAG/2727792491_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792429	2727792429	1	1	16	0	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792429/Ramlibacter_MAG/2727792429_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792429/Ramlibacter_MAG/2727792429_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727790762	2727790762	1	1	20	3	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727790762/Ramlibacter_MAG/2727790762_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727790762/Ramlibacter_MAG/2727790762_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791802	2727791802	1	1	3	0	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791802/Ramlibacter_MAG/2727791802_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791802/Ramlibacter_MAG/2727791802_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791331	2727791331	1	1	3	20	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791331/Ramlibacter_MAG/2727791331_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791331/Ramlibacter_MAG/2727791331_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727794081	2727794081	1	1	20	1	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727794081/Ramlibacter_MAG/2727794081_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727794081/Ramlibacter_MAG/2727794081_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792393	2727792393	1	1	16	0	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792393/Ramlibacter_MAG/2727792393_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792393/Ramlibacter_MAG/2727792393_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792392	2727792392	1	1	18	0	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792392/Ramlibacter_MAG/2727792392_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792392/Ramlibacter_MAG/2727792392_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793680	2727793680	1	1	16	0	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727793680/Ramlibacter_MAG/2727793680_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727793680/Ramlibacter_MAG/2727793680_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793338	2727793338	1	1	3	2	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727793338/Ramlibacter_MAG/2727793338_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727793338/Ramlibacter_MAG/2727793338_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791937	2727791937	1	1	16	17	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791937/Ramlibacter_MAG/2727791937_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791937/Ramlibacter_MAG/2727791937_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791707	2727791707	1	1	16	2	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791707/Ramlibacter_MAG/2727791707_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791707/Ramlibacter_MAG/2727791707_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792742	2727792742	1	1	8	0	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792742/Ramlibacter_MAG/2727792742_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792742/Ramlibacter_MAG/2727792742_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792671	2727792671	1	1	16	0	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792671/Ramlibacter_MAG/2727792671_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792671/Ramlibacter_MAG/2727792671_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792689	2727792689	1	1	20	1	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792689/Ramlibacter_MAG/2727792689_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792689/Ramlibacter_MAG/2727792689_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791042	2727791042	1	1	8	0	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791042/Ramlibacter_MAG/2727791042_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791042/Ramlibacter_MAG/2727791042_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791223	2727791223	1	1	3	2	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791223/Ramlibacter_MAG/2727791223_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791223/Ramlibacter_MAG/2727791223_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792913	2727792913	1	1	20	0	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792913/Ramlibacter_MAG/2727792913_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792913/Ramlibacter_MAG/2727792913_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791692	2727791692	1	1	16	1	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791692/Ramlibacter_MAG/2727791692_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791692/Ramlibacter_MAG/2727791692_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793190	2727793190	1	1	14	4	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727793190/Ramlibacter_MAG/2727793190_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727793190/Ramlibacter_MAG/2727793190_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791925	2727791925	1	1	9	13	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791925/Ramlibacter_MAG/2727791925_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791925/Ramlibacter_MAG/2727791925_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793342	2727793342	1	1	3	0	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727793342/Ramlibacter_MAG/2727793342_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727793342/Ramlibacter_MAG/2727793342_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792389	2727792389	1	1	9	1	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792389/Ramlibacter_MAG/2727792389_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792389/Ramlibacter_MAG/2727792389_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727794069	2727794069	1	1	4	0	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727794069/Ramlibacter_MAG/2727794069_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727794069/Ramlibacter_MAG/2727794069_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793145	2727793145	1	1	10	0	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727793145/Ramlibacter_MAG/2727793145_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727793145/Ramlibacter_MAG/2727793145_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
